assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_percent,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2001-02-03,0,0,True,True,None,None,0,0,0,219937,None,,0,0,-3,3,0.0,495,179,0,0,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Rhys,0.0,342,111,0,0,0,False,0.0,516,181,379,False,0.0,514,181,,0,,None,37,821,260,p219937,0,0,None,0,,219937.jpg,0.0,525,182,0,0,0,241,False,0,0,,[],Williams,0.6,254,95,False,None,0,0,a,0,12,14,2020-09-23,0.0,461,172,0,100315,502,64531,1568,0.0,0.0,R.Williams,0
0,2003-07-31,0,0,True,True,None,None,0,0,0,489580,None,,0,0,-3,3,0.0,496,180,0,0,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Calvin,0.0,344,113,0,0,0,False,0.0,517,182,380,False,0.0,515,182,,0,,None,37,823,262,p489580,0,0,None,0,,489580.jpg,0.0,526,183,0,0,0,243,False,0,0,,[],Ramsay,0.3,332,121,False,None,0,0,a,0,12,14,2022-06-19,0.0,463,174,0,31418,1111,33466,362,0.0,0.0,Ramsay,0
6,1992-06-15,10,363,True,True,100,100,7,0.32,11,118748,2,,0,0,-5,5,693.3,15,15,98,4.42,4,,0,3,9.5,9.5,10,4.90,0.22,12.79,0.58,7.89,28.42,1.28,0.36,Mohamed,9.0,6,3,33,1.49,7,False,192.0,16,12,381,False,495.8,97,32,Mohamed Salah,1997,,2026-03-18T23:30:09.907481Z,140,2,1,p118748,0,0,1,0,,118748.jpg,4.8,23,9,0,71,0,63,False,0,0.0,,[],Salah,18.0,19,6,False,None,21,0.95,a,16,12,14,2017-07-01,731.0,15,7,115,1533316,89416,6009753,3623,0.6,8.2,M.Salah,1
4,2003-05-03,16,478,True,True,100,100,10,0.42,23,494595,4,,0,0,-2,2,857.5,7,7,158,6.6,5,,3,3,4.5,4.5,2,4.86,0.2,10.82,0.45,5.97,27.91,1.17,0.25,Florian,4.0,87,31,26,1.09,4,False,192.3,15,11,382,False,473.4,114,37,,2153,,2026-02-22T23:00:09.546609Z,83,13,8,p494595,0,0,None,0,,494595.jpg,3.9,80,35,0,104,0,80,False,0,0.0,,[],Wirtz,9.3,40,14,False,None,25,1.05,a,31,12,14,2025-06-20,593.0,27,12,113,2293779,27297,4879204,13457,0.5,13.6,Wirtz,1
0,1997-01-13,0,0,False,True,0,0,0,0,0,244731,None,,0,0,0,0,0.0,828,372,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Luis,0.0,824,370,0,0,0,False,0.0,828,372,383,False,0.0,828,372,,0,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,80,16,11,p244731,0,0,None,0,,244731.jpg,0.0,828,372,0,0,0,48,False,0,0,,[],Díaz Marulanda,0.0,607,231,False,None,0,0,u,0,12,14,2022-01-30,0.0,828,372,0,0,0,7366,1,0.0,0.0,Luis Díaz,0
5,1999-05-07,5,419,True,True,100,100,10,0.39,31,243298,3,,0,0,-2,2,654.9,21,20,135,5.24,None,,1,3,6.0,6.0,5,4.58,0.18,11.66,0.46,7.08,26.53,1.03,0.28,Cody,5.5,50,14,30,1.17,6,False,189.0,17,13,384,False,486.8,104,34,,2317,,2025-12-09T02:00:07.849895Z,73,28,17,p243298,0,0,3,0,,243298.jpg,3.8,90,40,0,77,0,152,False,0,0.0,,[],Gakpo,6.3,60,22,False,None,27,1.05,a,27,12,14,2023-01-01,750.0,11,5,117,3485098,27293,3852680,5462,0.8,16.0,Gakpo,2
1,1997-10-25,0,125,True,True,100,100,0,0.0,13,223541,None,,0,0,-2,2,46.9,359,187,29,9.42,None,,0,3,0.5,0.5,0,0.61,0.2,1.97,0.64,1.36,5.41,1.76,0.44,Federico,0.0,815,364,7,2.27,2,False,31.1,347,167,385,False,119.8,353,159,,277,,2026-03-24T10:30:10.649645Z,63,68,45,p223541,0,0,None,0,,223541.jpg,1.5,418,182,0,8,0,106,False,0,0.0,,[],Chiesa,0.3,340,115,False,None,1,0.32,a,8,12,14,2024-08-29,147.0,214,118,34,56866,82,69933,83,0.0,5.4,Chiesa,3
3,1998-12-24,6,401,True,True,100,100,7,0.29,55,243016,None,,-1,1,-3,3,452.3,56,47,191,7.8,None,,1,3,1.5,1.5,1,1.36,0.06,4.74,0.2,3.38,28.46,1.16,0.14,Alexis,1.0,261,124,31,1.27,2,False,114.6,84,51,386,False,388.8,164,56,,2204,,2025-08-28T17:30:07.822110Z,62,73,48,p243016,0,0,4,0,,243016.jpg,2.7,245,99,0,93,0,10,False,0,0.0,,[],Mac Allister,2.0,139,45,False,None,26,1.06,a,43,12,14,2023-06-14,304.0,95,56,87,373857,1667,377751,10015,0.2,14.0,Mac Allister,5
4,2000-10-25,17,648,True,True,100,100,9,0.29,90,424876,1,,0,0,6,-6,1052.8,2,2,306,9.9,2,,3,3,5.5,5.5,5,5.45,0.18,9.36,0.31,3.91,37.12,1.2,0.13,Dominik,5.0,58,18,42,1.36,5,False,210.0,6,4,387,False,722.8,28,7,,2782,,2026-02-08T22:00:09.299317Z,71,35,20,p424876,0,1,2,0,,424876.jpg,4.3,46,21,0,168,1,98,False,0,0.0,,[],Szoboszlai,13.8,26,9,False,None,31,1.0,a,48,12,14,2023-07-02,325.0,85,48,133,3121554,79987,1822642,30428,0.7,18.7,Szoboszlai,7
2,2001-01-30,3,335,True,True,100,100,3,0.18,39,206915,None,,0,0,-1,1,342.6,94,68,186,11.33,None,,0,3,3.0,3.0,4,2.57,0.16,4.06,0.25,1.49,22.93,1.4,0.09,Curtis,2.5,144,58,27,1.65,0,False,81.0,165,84,388,False,282.4,228,98,,1477,,2026-04-12T02:30:09.264075Z,54,164,103,p206915,0,0,None,0,,206915.jpg,2.0,349,152,0,116,0,241,False,0,0.0,,[],Jones,0.1,466,160,False,None,13,0.79,a,31,12,14,2018-04-06,185.0,173,95,59,30129,346,35595,153,0.5,10.9,C.Jones,1
5,2002-05-16,14,596,True,True,100,100,9,0.31,102,441266,None,,0,0,0,0,438.4,58,49,274,9.3,None,,3,3,2.0,2.0,2,2.10,0.07,3.76,0.13,1.66,33.29,1.13,0.06,Ryan,1.5,209,98,35,1.19,4,False,121.7,74,46,390,False,607.6,54,13,,2653,,2025-10-20T00:30:09.747338Z,55,144,90,p441266,0,0,None,0,,441266.jpg,4.1,55,24,0,119,0,152,False,0,0.0,,[],Gravenberch,4.1,93,30,False,None,30,1.02,a,53,12,14,2023-09-01,174.0,181,101,127,2075577,5959,1679185,15186,0.3,23.1,Gravenberch,5
1,1993-02-09,0,49,True,True,0,0,1,0.53,13,158983,None,,0,0,-1,1,18.1,404,202,23,12.18,None,,0,3,0.0,0.0,0,0.05,0.03,0.09,0.05,0.04,4.11,2.18,0.02,Endo,0.0,704,287,5,2.65,0,False,8.0,431,194,392,False,56.0,415,180,,170,Foot injury - Expected back 24 May,2026-02-12T13:30:08.951599Z,49,292,181,p158983,0,0,None,0,,158983.jpg,1.5,413,178,0,3,0,108,False,0,0.0,https://www.liverpoolfc.com/news/injury-news-updates-alisson-mamardashvili-gomez-and-endo?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Wataru,0.1,521,189,False,None,1,0.53,i,7,12,14,2023-08-18,6.0,434,210,12,7395,11,15420,28,0.0,2.4,Endo,1
0,2004-10-22,0,0,True,True,0,0,0,0,0,535928,None,,0,0,-3,3,0.0,635,239,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Stefan,0.0,505,162,0,0,0,False,0.0,643,236,393,False,0.0,641,234,,0,Hamstring injury - Unknown return date,2025-09-12T10:00:06.938334Z,42,646,372,p535928,0,0,None,0,,535928.jpg,0.0,650,244,0,0,0,200,False,0,0,https://www.liverpoolfc.com/news/liverpools-injury-list-suspensions-and-availability?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Bajčetić Maquieira,0.1,452,154,False,None,0,0,i,0,12,14,2022-07-11,0.0,610,226,0,18637,1195,14510,889,0.0,0.0,Bajcetic,0
0,None,0,0,False,True,0,0,0,0,0,491501,None,,0,0,-1,1,0.0,665,256,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,James,0.0,560,185,0,0,0,False,0.0,671,254,394,False,0.0,669,252,,0,has joined Ajax on loan for the rest of the season.,2025-09-22T21:23:24.738341Z,44,549,329,p491501,0,0,None,0,,491501.jpg,0.0,677,260,0,0,0,None,False,0,0,,[],McConnell,0.0,687,275,False,None,0,0,u,0,12,14,None,0.0,644,246,0,1737,0,4115,4,0.0,0.0,McConnell,0
0,2002-10-31,0,0,False,True,0,0,0,0,0,440148,None,,0,0,0,0,0.0,694,273,0,0,None,,0,3,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Tyler,0.0,600,207,0,0,0,False,0.0,700,272,395,False,0.0,698,270,,0,Has joined Lyon permanently.,2025-08-11T01:13:11.403187Z,45,434,257,p440148,0,0,None,0,,440148.jpg,0.0,704,276,0,0,0,241,False,0,0,,[],Morton,0.0,809,357,False,None,0,0,u,0,12,14,2021-07-22,0.0,677,266,0,0,0,361,0,0.0,0.0,Morton,0
0,2007-06-30,0,9,True,True,None,None,0,0.0,0,591386,None,,0,0,-2,2,12.7,419,209,2,12.86,None,,0,3,1.0,1.0,0,0.01,0.06,0.38,2.44,0.37,0.41,2.64,2.38,Trey,0.5,297,143,1,6.43,0,False,1.8,474,214,396,False,2.4,494,227,,14,,None,43,614,363,p591386,0,0,None,0,,591386.jpg,1.0,473,206,0,2,0,241,False,0,0.0,,[],Nyoni,0.3,326,111,False,None,0,0.0,a,0,12,14,2023-11-11,4.0,437,213,5,98821,114,85958,319,0.1,1.2,Nyoni,0
0,1999-06-24,0,0,False,True,0,0,0,0,0,447203,None,,0,0,0,0,0.0,824,91,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Darwin,0.0,819,90,0,0,0,False,0.0,824,91,397,False,0.0,824,91,,0,Has joined Al-Hilal permanently.,2025-08-11T11:06:59.061616Z,65,50,18,p447203,0,0,None,0,,447203.jpg,0.0,824,91,0,0,0,230,False,0,0,,[],Núñez Ribeiro,0.1,560,78,False,None,0,0,u,0,12,14,2022-06-14,0.0,824,91,0,0,0,15978,3,0.0,0.0,Darwin,0
0,2006-01-16,0,0,True,True,0,0,0,0,0,500058,None,,0,0,-2,2,0.0,643,65,0,0,None,,0,4,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Jayden,0.0,526,53,0,0,0,False,0.0,650,66,398,False,0.0,648,66,,0,Hamstring injury - Unknown return date,2025-10-17T01:00:10.583515Z,43,603,84,p500058,0,0,None,0,,500058.jpg,0.0,658,66,0,0,0,241,False,0,0,https://www.liverpoolfc.com/news/joe-gomez-and-jayden-danns-fitness-update?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Danns,0.1,483,69,False,None,0,0,i,0,12,14,2024-02-20,0.0,620,65,0,9434,48,20140,47,0.0,0.0,Danns,0
1,1999-09-21,2,103,True,True,100,100,1,0.15,8,219168,None,,0,0,-2,2,38.1,373,47,25,3.79,None,,0,4,2.0,2.0,2,0.07,0.01,2.23,0.34,2.16,6.33,0.96,0.33,Alexander,1.5,220,29,8,1.21,2,False,30.0,353,42,499,False,107.6,366,37,,593,,2025-12-20T23:00:11.567903Z,103,5,2,p219168,0,0,None,0,,219168.jpg,2.7,246,26,0,11,0,206,False,0,0.0,,[],Isak,4.4,87,17,False,None,7,1.06,a,6,12,14,2025-09-01,162.0,193,42,32,1871367,50624,2424728,3635,0.1,3.1,Isak,0
4,2002-06-20,22,433,True,True,0,0,7,0.35,32,510663,None,,-1,1,6,-6,307.2,114,5,85,4.26,None,,4,4,0.0,0.0,0,2.45,0.12,12.55,0.63,10.10,26.11,1.31,0.51,Hugo,0.0,827,92,25,1.25,11,False,156.2,35,7,661,False,525.8,84,6,,1797,Achilles injury - Expected back 01 Jul,2026-04-15T00:30:07.637512Z,91,7,3,p510663,0,0,None,0,,510663.jpg,4.5,35,5,0,42,0,73,False,0,0.0,https://www.liverpoolfc.com/news/hugo-ekitike-injury-update-1?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Ekitiké,19.3,15,4,False,None,21,1.05,i,11,12,14,2025-07-23,739.0,12,7,125,9186653,221,9103379,421413,0.0,13.7,Ekitiké,0
0,2008-08-29,3,148,True,True,None,None,2,0.59,4,611922,None,,0,0,-2,2,154.3,219,140,18,5.33,None,,0,3,6.5,6.5,1,1.75,0.52,2.79,0.83,1.04,5.44,1.61,0.31,Rio,6.0,31,10,5,1.48,2,False,45.6,297,147,686,False,140.6,337,151,,304,,None,43,619,367,p611922,0,0,None,0,,611922.jpg,2.1,324,141,0,12,0,241,False,0,0.0,,[],Ngumoha,1.1,186,63,False,None,2,0.59,a,2,12,14,2024-12-17,162.0,192,105,32,304848,12684,203184,4119,1.4,7.4,Ngumoha,0
0,2006-12-21,0,0,True,True,0,0,0,0,0,647681,None,,0,0,-1,1,0.0,787,264,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Giovanni,0.0,732,255,0,0,0,False,0.0,791,264,692,False,0.0,791,264,,0,Knee injury - Expected back 01 Sep,2025-09-24T06:00:06.281394Z,49,344,57,p647681,0,0,None,0,,647681.jpg,0.0,792,264,0,0,0,106,False,0,0,https://www.liverpoolfc.com/news/liverpools-injury-list-suspensions-and-availability?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,[],Leoni,0.0,722,251,False,None,0,0,i,0,12,14,2025-08-15,0.0,783,264,0,1947,8,2588,3,0.0,0.0,Leoni,0
0,2006-11-09,0,0,True,True,None,None,0,0,0,596042,None,,0,0,0,0,0.0,738,311,0,0,None,,0,3,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Kieran,0.0,654,251,0,0,0,False,0.0,745,311,746,False,0.0,745,311,,0,,None,45,494,304,p596042,0,0,None,0,,596042.jpg,0.0,747,313,0,0,0,242,False,0,0,,[],Morrison,0.0,746,315,False,None,0,0,a,0,12,14,2025-01-29,0.0,725,307,0,1098,18,931,11,0.0,0.0,Morrison,0
0,2006-01-12,0,0,True,True,None,None,0,0,0,519440,None,,0,0,0,0,0.0,599,227,0,0,None,,0,2,0.5,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Wellity,0.0,457,175,0,0,0,False,0.0,608,227,760,False,0.0,606,227,,0,,None,40,714,186,p519440,0,0,None,0,,519440.jpg,0.0,616,227,0,0,0,200,False,0,0,,[],Lucky,0.0,683,241,False,None,0,0,a,0,12,14,2025-08-01,0.0,568,223,0,1260,33,1144,24,0.0,0.0,Lucky,0
6,2000-01-07,17,602,True,True,100,100,10,0.32,43,437730,None,,0,0,12,-12,538.4,35,32,218,6.92,4,,4,3,0.0,5.1,5,2.67,0.08,13.20,0.41,10.54,43.94,1.4,0.33,Antoine,2.3,149,63,48,1.52,15,False,227.6,5,3,82,True,816.8,10,2,,2834,,2025-11-17T13:00:08.045504Z,82,14,9,p437730,0,1,None,0,,437730.jpg,5.7,5,2,0,133,0,81,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Semenyo,47.9,2,1,False,None,32,1.02,a,42,13,43,2026-01-09,922.0,5,1,181,12600108,16187,7382160,525922,0.3,22.1,Semenyo,7
0,2002-10-10,0,62,True,True,None,None,1,0.33,6,432720,None,,0,0,-5,5,0.0,692,88,0,0.0,None,,0,1,0.0,0.5,0,0.00,0.0,0.00,0.0,0.00,3.97,1.32,0.0,James,0.0,598,89,4,1.33,0,False,10.1,422,28,182,False,100.2,375,28,,270,,None,45,432,23,p432720,0,0,None,0,,432720.jpg,3.7,94,12,0,33,0,241,False,11,3.67,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Trafford,0.9,203,26,False,None,3,1.0,a,2,13,43,2025-07-29,0.0,675,78,11,100904,125,274879,327,0.0,2.4,Trafford,0
4,2000-07-13,13,605,True,True,100,100,12,0.39,209,209036,None,,0,0,6,-6,263.9,143,38,250,8.06,None,,4,2,0.0,15.9,8,2.23,0.07,6.07,0.19,3.84,38.90,1.25,0.12,Marc,7.7,11,4,31,1.0,3,False,144.5,46,5,260,True,798.4,11,5,,2790,,2026-01-17T10:30:09.463372Z,51,226,31,p209036,0,0,None,0,,209036.jpg,5.1,11,3,0,126,0,241,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Guéhi,31.5,9,3,False,None,31,1.0,a,41,13,43,2026-01-19,382.0,68,3,158,6450801,19291,3977442,187704,1.5,31.0,Guéhi,6
0,1993-08-17,0,0,False,True,0,0,0,0,0,121160,None,,0,0,-2,2,0.0,804,95,0,0,None,,0,1,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ederson,0.0,771,95,0,0,0,False,0.0,805,96,399,False,0.0,805,96,,0,has joined Fenerbache permanently.,2025-09-02T13:32:35.715838Z,53,182,5,p121160,0,0,None,0,,121160.jpg,0.0,806,96,0,0,0,30,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Santana de Moraes,0.8,218,30,False,None,0,0,u,0,13,43,2017-07-01,0.0,801,93,0,15200,0,273768,81,0.0,0.0,Ederson M.,0
0,1992-05-24,0,0,True,True,100,100,0,0,0,122074,None,,0,0,-2,2,0.0,503,19,0,0,None,,0,1,0.0,0.5,0,0.00,0,0.00,0,0.00,0.00,0,0,Marcus,0.0,352,25,0,0,0,False,0.0,523,40,401,False,0.0,521,40,,0,,2025-08-22T12:00:07.134628Z,38,794,94,p122074,0,0,None,0,,122074.jpg,0.0,532,40,0,0,0,241,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Bettinelli,0.5,279,38,False,None,0,0,a,0,13,43,2025-06-10,0.0,470,5,0,69120,1077,49000,1224,0.0,0.0,Bettinelli,0
2,2001-06-06,9,215,True,True,100,100,4,0.41,31,448514,None,,0,0,-3,3,184.3,195,51,62,6.43,None,,1,2,0.0,6.5,8,1.74,0.18,2.22,0.23,0.48,11.22,1.16,0.05,Rayan,3.0,130,51,8,0.83,0,False,43.9,300,100,402,False,184.6,302,116,,868,,2025-12-13T14:30:11.538845Z,57,117,11,p448514,0,0,None,0,,448514.jpg,3.5,124,46,0,46,0,3,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Aït-Nouri,4.2,92,31,False,None,11,1.14,a,31,13,43,2025-06-09,70.0,307,94,53,652906,1090,2465149,11705,0.5,9.3,Aït-Nouri,2
2,2002-01-23,5,291,True,True,0,0,6,0.42,82,477424,None,,0,0,-2,2,104.7,283,85,99,6.85,None,,2,2,0.0,0.0,0,0.64,0.04,2.83,0.19,2.19,15.29,1.06,0.15,Joško,0.0,804,266,13,0.9,2,False,65.3,222,77,403,False,354.6,185,77,,1301,Leg injury - Unknown return date,2026-01-04T21:30:12.663651Z,58,107,7,p477424,0,0,None,0,,477424.jpg,4.8,21,8,0,48,0,97,False,0,0.0,https://www.mancity.com/news/mens/pep-guardiola-chelsea-away-injury-update-63911416?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Gvardiol,3.2,109,40,False,None,15,1.04,i,17,13,43,2023-08-05,193.0,165,36,77,1374705,49,2196252,1401,0.0,13.3,Gvardiol,2
0,1995-07-19,0,0,False,True,0,0,0,0,0,211975,None,,0,0,-1,1,0.0,807,267,0,0,None,,0,2,0.0,0.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Manuel,0.0,782,261,0,0,0,False,0.0,808,267,404,False,0.0,808,267,,0,has joined Inter Milan on loan for the rest of the season.,2025-09-02T13:32:35.738667Z,54,165,19,p211975,0,0,None,0,,211975.jpg,0.0,809,267,0,0,0,207,False,0,0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Akanji,0.3,354,130,False,None,0,0,u,0,13,43,2022-09-01,0.0,805,267,0,9281,0,85681,25,0.0,0.0,Akanji,0
0,1995-02-18,1,117,True,True,None,None,2,0.37,30,126184,None,,0,0,-3,3,93.1,293,90,39,7.19,None,,0,2,0.0,1.1,1,0.44,0.08,0.72,0.13,0.28,7.92,1.46,0.05,Nathan,0.3,338,109,7,1.29,0,False,22.3,381,132,405,False,104.0,370,140,,488,,None,52,202,27,p126184,0,0,None,0,,126184.jpg,1.9,359,132,0,12,0,152,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Aké,0.6,245,91,False,None,4,0.74,a,9,13,43,2020-08-05,25.0,378,131,28,46855,162,88697,485,0.1,5.4,Aké,1
0,2004-02-29,3,249,True,True,100,100,5,0.39,83,578153,None,,0,0,-1,1,100.0,286,87,106,8.25,None,,1,2,0.0,14.5,15,0.37,0.03,0.95,0.08,0.58,15.45,1.2,0.05,Abdukodir,7.0,20,9,9,0.7,0,False,36.8,325,110,406,False,246.6,251,98,,1157,,2026-02-08T22:00:09.344782Z,54,181,22,p578153,0,0,None,0,,578153.jpg,3.1,195,79,0,60,0,231,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Khusanov,0.5,263,99,False,None,12,0.93,a,23,13,43,2025-01-20,19.0,393,140,56,84254,5395,82628,3231,1.3,10.4,Khusanov,2
8,1998-08-27,16,625,True,True,100,100,11,0.39,123,465351,None,,0,0,-2,2,490.6,46,5,174,6.18,None,,5,2,0.0,11.9,11,2.12,0.08,2.46,0.09,0.34,29.48,1.05,0.01,Matheus,5.7,44,19,24,0.85,1,False,124.8,70,13,407,False,635.6,49,22,Matheus Nunes,2534,,2026-01-20T00:30:08.597207Z,53,195,23,p465351,0,0,4,0,,465351.jpg,4.8,19,7,0,144,0,173,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Nunes,2.7,120,48,False,None,28,0.99,a,51,13,43,2023-09-01,119.0,248,66,145,1018998,3709,728610,26580,1.1,27.4,Matheus N.,4
0,1997-05-14,4,447,True,True,0,0,12,0.53,151,171314,None,,0,0,0,0,139.5,235,61,164,7.2,None,,1,2,0.0,0.0,0,0.63,0.03,1.20,0.06,0.57,24.30,1.07,0.03,Rúben,0.0,793,263,20,0.88,2,False,78.6,173,57,408,False,549.2,76,36,Rúben Dias,2049,Hamstring injury - Unknown return date,2026-03-27T11:30:11.791091Z,55,136,15,p171314,0,0,None,0,,171314.jpg,4.5,33,13,0,71,0,173,False,0,0.0,https://www.mancity.com/news/mens/burnley-v-manchester-city-pep-guardiola-team-news-63912362?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",dos Santos Gato Alves Dias,3.2,110,41,False,None,23,1.01,i,13,13,43,2020-09-29,96.0,272,78,112,954696,42,1095313,5119,0.0,20.4,Rúben,3
0,1994-05-28,0,45,True,True,100,75,1,0.26,19,97299,None,,0,0,-1,1,19.6,401,145,19,4.87,None,,0,2,0.0,0.4,0,0.06,0.02,0.06,0.02,0.00,5.05,1.29,0.0,John,0.0,776,260,8,2.05,0,False,9.8,424,152,409,False,76.6,396,149,,351,,2026-03-30T10:00:11.073963Z,54,154,17,p97299,0,0,None,0,,97299.jpg,1.7,396,145,0,17,0,241,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Stones,0.6,253,94,False,None,4,1.03,a,0,13,43,2016-08-09,2.0,458,170,12,52128,140,111154,176,0.0,2.2,Stones,0
1,2004-11-21,2,75,True,True,100,100,1,0.29,14,477064,None,,0,0,-4,4,97.3,289,89,19,5.5,None,,1,2,0.0,0.5,0,1.31,0.38,1.42,0.41,0.11,5.04,1.46,0.03,Rico,0.0,681,248,5,1.45,0,False,20.7,385,134,410,False,67.4,405,151,,311,,2026-03-11T00:00:09.340790Z,46,404,72,p477064,0,0,None,0,,477064.jpg,1.9,356,131,0,10,0,241,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",Lewis,1.2,181,69,False,None,3,0.87,a,5,13,43,2022-07-16,43.0,345,112,19,371193,176,466759,591,0.0,4.1,Lewis,1
4,2005-03-21,10,540,True,True,100,100,13,0.49,95,472769,None,,0,0,1,-1,381.9,75,15,160,6.07,None,,4,2,0.0,18.5,13,2.41,0.09,7.62,0.29,5.21,29.97,1.14,0.2,Nico,9.0,4,2,21,0.8,5,False,150.1,39,4,411,True,617.0,53,26,,2373,,2026-04-12T21:30:08.337535Z,51,237,37,p472769,0,0,None,0,,472769.jpg,4.9,16,5,0,93,0,241,False,0,0.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 34.', 'gameweek': 34, 'url': None}]",O'Reilly,11.3,32,11,False,None,26,0.99,a,65,13,43,2022-12-16,502.0,38,1,152,3703047,92133,1886991,53331,1.8,29.8,O'Reilly,4
